Epimerase	12
IncA	11
Abhydrolase_5	11
MFS_1	11
AAA_22	11
adh_short	10
AAA_16	10
Ank_5	9
DAO	9
Abhydrolase_6	9
Ank_2	9
Ank_4	9
NAD_binding_8	9
Ank	9
Pyr_redox_2	8
NAD_binding_10	8
KR	8
Ank_3	8
p450	7
RNase_H	7
RR_TM4-6	7
Methyltransf_23	7
Thi4	7
HET	7
Methyltransf_31	7
AAA_17	7
AAA	7
AAA_18	7
Methyltransf_18	7
Reo_sigmaC	6
Methyltransf_11	6
MTS	6
HI0933_like	6
CDC45	6
Nop14	6
3Beta_HSD	6
FAD_binding_3	6
DivIC	6
F-box-like	6
Methyltransf_26	6
Abhydrolase_3	6
GAS	5
adh_short_C2	5
NPV_P10	5
Myosin_tail_1	5
Pyr_redox	5
Pyr_redox_3	5
Polysacc_synt_2	5
Abhydrolase_1	5
ADH_N	5
FAD_binding_2	5
Methyltransf_25	5
COesterase	5
DUF605	5
TrkA_N	5
Lycopene_cycl	5
Ubie_methyltran	5
FAD_oxidored	5
DUF972	5
Trp_halogenase	5
Methyltransf_12	5
CBM_1	4
zf-C2H2_4	4
Hid1	4
AAA_13	4
Pkinase_Tyr	4
Macoilin	4
AAA_5	4
Ribosomal_60s	4
AAA_33	4
NACHT	4
GIDA	4
NmrA	4
AAA_28	4
Fungal_trans	4
APH	4
Fib_alpha	4
DUF724	4
V_ATPase_I	4
Sugar_tr	4
ADIP	4
Ycf1	4
Peptidase_S9	4
AAA_10	4
AAA_23	4
RNA_helicase	4
FUSC	4
ORC6	4
DUF904	4
BBE	4
ADH_zinc_N	4
TFIIA	4
BTB	4
FAD_binding_4	4
Pkinase	4
RRN3	3
PrmA	3
Lactamase_B_2	3
Methyltransf_4	3
NAD_binding_9	3
Dicty_REP	3
AAA_19	3
SlyX	3
Zn_clus	3
AlaDh_PNT_C	3
SKG6	3
Filament	3
PE-PPE	3
Esterase_phd	3
BLOC1_2	3
Cep57_CLD_2	3
Laminin_II	3
TMF_TATA_bd	3
Esterase	3
EzrA	3
Tropomyosin_1	3
Cutinase	3
Cerato-platanin	3
Shikimate_DH	3
Kelch_4	3
DUF342	3
Spore_coat_CotO	3
Kelch_6	3
KAP_NTPase	3
SprA-related	3
Lactamase_B	3
SET	3
TMF_DNA_bd	3
C1_1	3
Miro	3
TBPIP	3
TPR_MLP1_2	3
Zeta_toxin	3
Striatin	3
DUF676	3
Glyco_hydro_10	3
RrnaAD	3
Atg14	3
Daxx	3
Kelch_5	3
Peptidase_S15	2
Abhydrolase_2	2
